Category,Workplace,Location,Department,Type,City,Region,Country,Workplace_Standardized,Employment_Type,Department_Category,Category_Normalized,Country_Normalized,City_Normalized,Job_ID,Location_ID,Department_ID,Category_ID,Priority_Class,Geographic_Region,Demand_Score,Demand_Score_Normalized,Created_At,Data_Quality_Score,Is_Active,Job_Description
Cloud,Unknown,"Singapore, Singapore, Singapore",Operations MY/AU,Contract,Singapore,Singapore,Singapore,Unknown,Contract,Operations,Cloud,Singapore,Singapore,JOB_000256,LOC_0194,DEPT_0169,CAT_001,Normal,Other,4,7.69,2026-02-23 17:13:21,100,True,"Manage cloud operations including monitoring, incident response, and capacity planning. Work with cloud platforms, automation tools, and DevOps practices to ensure high availability. This is an on-site Contract position."
Cloud,Remote,United States,Sales,Full time,Unknown,Unknown,United States,Remote,Full-Time,Marketing & Sales,Cloud,United States,Unknown,JOB_000259,LOC_0235,DEPT_0218,CAT_001,Normal-High,North America,24,46.15,2026-02-23 17:13:21,100,True,"Leverage cloud platforms to support marketing technology stack and data pipelines. Work with cloud-based CRM, analytics, and campaign management tools. This is a fully remote Full-Time position."
Cloud,Remote,"Palo Alto, California, United States",Infrastructure,Full time,Palo Alto,California,United States,Remote,Full-Time,Other,Cloud,United States,Palo Alto,JOB_000260,LOC_0162,DEPT_0138,CAT_001,Normal-High,North America,3,5.77,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a fully remote Full-Time position."
Cloud,On-site,"Los Angeles, California, United States",Unspecified Department,Not Specified,Los Angeles,California,United States,On-Site,Not Specified,Other,Cloud,United States,Los Angeles,JOB_000261,LOC_0118,DEPT_0257,CAT_001,Normal,North America,3,5.77,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is an on-site Not Specified position."
Cloud,Remote,"Oxford, England, United Kingdom",Technology,Full time,Oxford,England,United Kingdom,Remote,Full-Time,Technology & Data,Cloud,United Kingdom,Oxford,JOB_000262,LOC_0158,DEPT_0240,CAT_001,Premium,Europe,2,3.85,2026-02-23 17:13:21,100,True,"Design, deploy, and manage cloud infrastructure on AWS, Azure, or GCP. Implement CI/CD pipelines, containerization with Docker and Kubernetes, and infrastructure-as-code using Terraform. Ensure cloud security and cost optimization. This is a fully remote Full-Time position."
Cloud,On-site,"Bengaluru, Karnataka, India",Global,Full time,Bengaluru,Karnataka,India,On-Site,Full-Time,Other,Cloud,India,Bengaluru,JOB_000263,LOC_0027,DEPT_0121,CAT_001,Normal,Asia Pacific,16,30.77,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is an on-site Full-Time position."
Cloud,Remote,United States,G & A,Full time,Unknown,Unknown,United States,Remote,Full-Time,Other,Cloud,United States,Unknown,JOB_000265,LOC_0235,DEPT_0116,CAT_001,Normal-High,North America,24,46.15,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a fully remote Full-Time position."
Cloud,Remote,United States,Marketing,Full time,Unknown,Unknown,United States,Remote,Full-Time,Marketing & Sales,Cloud,United States,Unknown,JOB_000266,LOC_0235,DEPT_0155,CAT_001,Normal-High,North America,24,46.15,2026-02-23 17:13:21,100,True,"Leverage cloud platforms to support marketing technology stack and data pipelines. Work with cloud-based CRM, analytics, and campaign management tools. This is a fully remote Full-Time position."
Cloud,Remote,"Brooklyn, New York, United States",Product & Technology,Full time,Brooklyn,New York,United States,Remote,Full-Time,Technology & Data,Cloud,United States,Brooklyn,JOB_000267,LOC_0037,DEPT_0191,CAT_001,Premium,North America,1,1.92,2026-02-23 17:13:21,100,True,"Design, deploy, and manage cloud infrastructure on AWS, Azure, or GCP. Implement CI/CD pipelines, containerization with Docker and Kubernetes, and infrastructure-as-code using Terraform. Ensure cloud security and cost optimization. This is a fully remote Full-Time position."
Cloud,On-site,"London, England, United Kingdom",Unspecified Department,Full time,London,England,United Kingdom,On-Site,Full-Time,Other,Cloud,United Kingdom,London,JOB_000268,LOC_0117,DEPT_0257,CAT_001,Normal,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is an on-site Full-Time position."
Cloud,Hybrid,"Bengaluru, Karnataka, India",DevSecOps,Full time,Bengaluru,Karnataka,India,Hybrid,Full-Time,Other,Cloud,India,Bengaluru,JOB_000270,LOC_0027,DEPT_0090,CAT_001,Normal-High,Asia Pacific,16,30.77,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a hybrid Full-Time role with flexible work arrangements."
Cloud,Remote,"Arlington, Virginia, United States",Data Analytics & Research,Full time,Arlington,Virginia,United States,Remote,Full-Time,Technology & Data,Cloud,United States,Arlington,JOB_000271,LOC_0009,DEPT_0076,CAT_001,Premium,North America,5,9.62,2026-02-23 17:13:21,100,True,"Design, deploy, and manage cloud infrastructure on AWS, Azure, or GCP. Implement CI/CD pipelines, containerization with Docker and Kubernetes, and infrastructure-as-code using Terraform. Ensure cloud security and cost optimization. This is a fully remote Full-Time position."
Cloud,Hybrid,"Dubai, Dubai, United Arab Emirates",Management,Full time,Dubai,Dubai,United Arab Emirates,Hybrid,Full-Time,HR & Management,Cloud,United Arab Emirates,Dubai,JOB_000272,LOC_0068,DEPT_0153,CAT_001,Normal-High,Other,11,21.15,2026-02-23 17:13:21,100,True,"Manage cloud teams and projects. Oversee cloud adoption strategies, vendor relationships, and cross-functional collaboration on cloud transformation initiatives. This is a hybrid Full-Time role with flexible work arrangements."
Cloud,Remote,Brazil,Unspecified Department,Full time,Unknown,Unknown,Brazil,Remote,Full-Time,Other,Cloud,Brazil,Unknown,JOB_000273,LOC_0215,DEPT_0257,CAT_001,Normal-High,Other,4,7.69,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a fully remote Full-Time position."
Cloud,On-site,"Newcastle, New South Wales, Australia",Unspecified Department,Not Specified,Newcastle,New South Wales,Australia,On-Site,Not Specified,Other,Cloud,Australia,Newcastle,JOB_000274,LOC_0149,DEPT_0257,CAT_001,Normal,Asia Pacific,1,1.92,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is an on-site Not Specified position."
Cloud,On-site,"Ghent, Flanders, Belgium",Job offer,Not Specified,Ghent,Flanders,Belgium,On-Site,Not Specified,Other,Cloud,Belgium,Ghent,JOB_000275,LOC_0080,DEPT_0144,CAT_001,Normal,Other,1,1.92,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is an on-site Not Specified position."
Cloud,Remote,"Boston, Massachusetts, United States",Commercial,Full time,Boston,Massachusetts,United States,Remote,Full-Time,Other,Cloud,United States,Boston,JOB_000277,LOC_0032,DEPT_0045,CAT_001,Normal-High,North America,7,13.46,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a fully remote Full-Time position."
Cloud,Remote,"San Francisco, California, United States",Customer Success,Full time,San Francisco,California,United States,Remote,Full-Time,Other,Cloud,United States,San Francisco,JOB_000278,LOC_0183,DEPT_0061,CAT_001,Normal-High,North America,6,11.54,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a fully remote Full-Time position."
Cloud,Remote,"Mandaluyong, Metro Manila, Philippines",IT Development,Full time,Mandaluyong,Metro Manila,Philippines,Remote,Full-Time,Technology & Data,Cloud,Philippines,Mandaluyong,JOB_000280,LOC_0127,DEPT_0132,CAT_001,Premium,Asia Pacific,9,17.31,2026-02-23 17:13:21,100,True,"Design, deploy, and manage cloud infrastructure on AWS, Azure, or GCP. Implement CI/CD pipelines, containerization with Docker and Kubernetes, and infrastructure-as-code using Terraform. Ensure cloud security and cost optimization. This is a fully remote Full-Time position."
Cloud,Remote,"Minato City, Tokyo, Japan",Mercari,Full time,Minato City,Tokyo,Japan,Remote,Full-Time,Other,Cloud,Japan,Minato City,JOB_000281,LOC_0138,DEPT_0159,CAT_001,Normal-High,Asia Pacific,5,9.62,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a fully remote Full-Time position."
Cloud,On-site,"London, England, United Kingdom","Product & Tech, Core Engineering, Site Reliability Engineering",Not Specified,London,England,United Kingdom,On-Site,Not Specified,Technology & Data,Cloud,United Kingdom,London,JOB_000282,LOC_0117,DEPT_0190,CAT_001,Normal,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Design, deploy, and manage cloud infrastructure on AWS, Azure, or GCP. Implement CI/CD pipelines, containerization with Docker and Kubernetes, and infrastructure-as-code using Terraform. Ensure cloud security and cost optimization. This is an on-site Not Specified position."
Cloud,Remote,United Kingdom,Managed Services,Full time,Unknown,Unknown,United Kingdom,Remote,Full-Time,Other,Cloud,United Kingdom,Unknown,JOB_000283,LOC_0234,DEPT_0152,CAT_001,Normal-High,Europe,14,26.92,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a fully remote Full-Time position."
Cloud,Hybrid,"Toronto, Ontario, Canada",Technology,Full time,Toronto,Ontario,Canada,Hybrid,Full-Time,Technology & Data,Cloud,Canada,Toronto,JOB_000284,LOC_0212,DEPT_0240,CAT_001,Normal-High,North America,8,15.38,2026-02-23 17:13:21,100,True,"Design, deploy, and manage cloud infrastructure on AWS, Azure, or GCP. Implement CI/CD pipelines, containerization with Docker and Kubernetes, and infrastructure-as-code using Terraform. Ensure cloud security and cost optimization. This is a hybrid Full-Time role with flexible work arrangements."
Cloud,Hybrid,"Gurugram, Haryana, India",Engineering,Full time,Gurugram,Haryana,India,Hybrid,Full-Time,Other,Cloud,India,Gurugram,JOB_000287,LOC_0084,DEPT_0102,CAT_001,Normal-High,Asia Pacific,11,21.15,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a hybrid Full-Time role with flexible work arrangements."
Cloud,On-site,"Liverpool, England, United Kingdom",Jessica,Full time,Liverpool,England,United Kingdom,On-Site,Full-Time,Other,Cloud,United Kingdom,Liverpool,JOB_000289,LOC_0115,DEPT_0143,CAT_001,Normal,Europe,1,1.92,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is an on-site Full-Time position."
Cloud,Unknown,"Mandaluyong, Metro Manila, Philippines",IT Development,Not Specified,Mandaluyong,Metro Manila,Philippines,Unknown,Not Specified,Technology & Data,Cloud,Philippines,Mandaluyong,JOB_000293,LOC_0127,DEPT_0132,CAT_001,Normal,Asia Pacific,9,17.31,2026-02-23 17:13:21,100,True,"Design, deploy, and manage cloud infrastructure on AWS, Azure, or GCP. Implement CI/CD pipelines, containerization with Docker and Kubernetes, and infrastructure-as-code using Terraform. Ensure cloud security and cost optimization. This is an on-site Not Specified position."
Cloud,Hybrid,"Berchem, Antwerp, Belgium",Engineering,Other,Berchem,Antwerp,Belgium,Hybrid,Not Specified,Other,Cloud,Belgium,Berchem,JOB_000294,LOC_0028,DEPT_0102,CAT_001,Normal,Other,1,1.92,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a hybrid Not Specified role with flexible work arrangements."
Cloud,Remote,United Kingdom,Engineering,Full time,Unknown,Unknown,United Kingdom,Remote,Full-Time,Other,Cloud,United Kingdom,Unknown,JOB_000295,LOC_0234,DEPT_0102,CAT_001,Normal-High,Europe,14,26.92,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a fully remote Full-Time position."
Cloud,Hybrid,"Pasig, Metro Manila, Philippines",Corporate,Full time,Pasig,Metro Manila,Philippines,Hybrid,Full-Time,Other,Cloud,Philippines,Pasig,JOB_000296,LOC_0164,DEPT_0052,CAT_001,Normal-High,Asia Pacific,2,3.85,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a hybrid Full-Time role with flexible work arrangements."
Cloud,Remote,"Hyderabad, Telangana, India",Data Engineering,Not Specified,Hyderabad,Telangana,India,Remote,Not Specified,Technology & Data,Cloud,India,Hyderabad,JOB_000297,LOC_0090,DEPT_0078,CAT_001,Normal,Asia Pacific,5,9.62,2026-02-23 17:13:21,100,True,"Design, deploy, and manage cloud infrastructure on AWS, Azure, or GCP. Implement CI/CD pipelines, containerization with Docker and Kubernetes, and infrastructure-as-code using Terraform. Ensure cloud security and cost optimization. This is a fully remote Not Specified position."
Cloud,Remote,"Miami, Florida, United States",Engineering,Full time,Miami,Florida,United States,Remote,Full-Time,Other,Cloud,United States,Miami,JOB_000298,LOC_0135,DEPT_0102,CAT_001,Normal-High,North America,1,1.92,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a fully remote Full-Time position."
Cloud,On-site,"Athens, Attica, Greece",Unspecified Department,Full time,Athens,Attica,Greece,On-Site,Full-Time,Other,Cloud,Greece,Athens,JOB_000299,LOC_0011,DEPT_0257,CAT_001,Normal,Europe,16,30.77,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is an on-site Full-Time position."
Cloud,On-site,"Riyadh, Riyadh Province, Saudi Arabia","Bayut KSA, Internal Audit & Compliance",Not Specified,Riyadh,Riyadh Province,Saudi Arabia,On-Site,Not Specified,Technology & Data,Cloud,Saudi Arabia,Riyadh,JOB_000300,LOC_0177,DEPT_0024,CAT_001,Normal,Other,10,19.23,2026-02-23 17:13:21,100,True,"Design, deploy, and manage cloud infrastructure on AWS, Azure, or GCP. Implement CI/CD pipelines, containerization with Docker and Kubernetes, and infrastructure-as-code using Terraform. Ensure cloud security and cost optimization. This is an on-site Not Specified position."
Cloud,Remote,"New York, New York, United States",Technology Division,Full time,New York,New York,United States,Remote,Full-Time,Technology & Data,Cloud,United States,New York,JOB_000301,LOC_0148,DEPT_0244,CAT_001,Premium,North America,19,36.54,2026-02-23 17:13:21,100,True,"Design, deploy, and manage cloud infrastructure on AWS, Azure, or GCP. Implement CI/CD pipelines, containerization with Docker and Kubernetes, and infrastructure-as-code using Terraform. Ensure cloud security and cost optimization. This is a fully remote Full-Time position."
Cloud,On-site,"Bengaluru, Karnataka, India",UX Team,Full time,Bengaluru,Karnataka,India,On-Site,Full-Time,Other,Cloud,India,Bengaluru,JOB_000302,LOC_0027,DEPT_0254,CAT_001,Normal,Asia Pacific,16,30.77,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is an on-site Full-Time position."
Cloud,On-site,"New York, New York, United States",Corporate,Full time,New York,New York,United States,On-Site,Full-Time,Other,Cloud,United States,New York,JOB_000303,LOC_0148,DEPT_0052,CAT_001,Normal,North America,19,36.54,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is an on-site Full-Time position."
Cloud,Unknown,"London, England, United Kingdom",Data & Analytics,Full time,London,England,United Kingdom,Unknown,Full-Time,Technology & Data,Cloud,United Kingdom,London,JOB_000304,LOC_0117,DEPT_0073,CAT_001,Normal,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Design, deploy, and manage cloud infrastructure on AWS, Azure, or GCP. Implement CI/CD pipelines, containerization with Docker and Kubernetes, and infrastructure-as-code using Terraform. Ensure cloud security and cost optimization. This is an on-site Full-Time position."
Cloud,On-site,"Tel Aviv-Yafo, Tel Aviv District, Israel",R&D,Full time,Tel Aviv-Yafo,Tel Aviv District,Israel,On-Site,Full-Time,Other,Cloud,Israel,Tel Aviv-Yafo,JOB_000305,LOC_0210,DEPT_0204,CAT_001,Normal,Other,2,3.85,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is an on-site Full-Time position."
Cloud,On-site,"Aiea, Hawaii, United States",Mission Support,Full time,Aiea,Hawaii,United States,On-Site,Full-Time,Other,Cloud,United States,Aiea,JOB_000306,LOC_0001,DEPT_0160,CAT_001,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is an on-site Full-Time position."
Cloud,Hybrid,"London, England, United Kingdom",Data & Analytics,Full time,London,England,United Kingdom,Hybrid,Full-Time,Technology & Data,Cloud,United Kingdom,London,JOB_000314,LOC_0117,DEPT_0073,CAT_001,Normal-High,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Design, deploy, and manage cloud infrastructure on AWS, Azure, or GCP. Implement CI/CD pipelines, containerization with Docker and Kubernetes, and infrastructure-as-code using Terraform. Ensure cloud security and cost optimization. This is a hybrid Full-Time role with flexible work arrangements."
Cloud,On-site,"Ahmedabad, Gujarat, India",Operations,Full time,Ahmedabad,Gujarat,India,On-Site,Full-Time,Operations,Cloud,India,Ahmedabad,JOB_000317,LOC_0000,DEPT_0166,CAT_001,Normal,Asia Pacific,1,1.92,2026-02-23 17:13:21,100,True,"Manage cloud operations including monitoring, incident response, and capacity planning. Work with cloud platforms, automation tools, and DevOps practices to ensure high availability. This is an on-site Full-Time position."
Cloud,Remote,Switzerland,Unspecified Department,Not Specified,Unknown,Unknown,Switzerland,Remote,Not Specified,Other,Cloud,Switzerland,Unknown,JOB_000319,LOC_0232,DEPT_0257,CAT_001,Normal,Other,1,1.92,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a fully remote Not Specified position."
Cloud,Remote,United States,Media & Entertainment,Contract,Unknown,Unknown,United States,Remote,Contract,Other,Cloud,United States,Unknown,JOB_000320,LOC_0235,DEPT_0157,CAT_001,Normal,North America,24,46.15,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a fully remote Contract position."
Cloud,Remote,United Kingdom,UK,Full time,Unknown,Unknown,United Kingdom,Remote,Full-Time,Other,Cloud,United Kingdom,Unknown,JOB_000322,LOC_0234,DEPT_0251,CAT_001,Normal-High,Europe,14,26.92,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a fully remote Full-Time position."
Cloud,Hybrid,"Kathmandu, Bagmati Province, Nepal",Engineering,Full time,Kathmandu,Bagmati Province,Nepal,Hybrid,Full-Time,Other,Cloud,Nepal,Kathmandu,JOB_000323,LOC_0103,DEPT_0102,CAT_001,Normal-High,Other,3,5.77,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a hybrid Full-Time role with flexible work arrangements."
Cloud,Remote,"Malmö, Skåne County, Sweden",Unspecified Department,Full time,Malmö,Skåne County,Sweden,Remote,Full-Time,Other,Cloud,Sweden,Malmö,JOB_000324,LOC_0125,DEPT_0257,CAT_001,Normal-High,Other,1,1.92,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a fully remote Full-Time position."
Cloud,Remote,"Coimbra, Coimbra District, Portugal",Engineering,Full time,Coimbra,Coimbra District,Portugal,Remote,Full-Time,Other,Cloud,Portugal,Coimbra,JOB_000325,LOC_0058,DEPT_0102,CAT_001,Normal-High,Other,3,5.77,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a fully remote Full-Time position."
Cloud,Hybrid,"London, England, United Kingdom",Engineering,Full time,London,England,United Kingdom,Hybrid,Full-Time,Other,Cloud,United Kingdom,London,JOB_000326,LOC_0117,DEPT_0102,CAT_001,Normal-High,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a hybrid Full-Time role with flexible work arrangements."
Cloud,Hybrid,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Finance,Full time,Kuala Lumpur,Federal Territory of Kuala Lumpur,Malaysia,Hybrid,Full-Time,Finance & Accounting,Cloud,Malaysia,Kuala Lumpur,JOB_000327,LOC_0108,DEPT_0110,CAT_001,Normal-High,Other,2,3.85,2026-02-23 17:13:21,100,True,"Support cloud financial management and FinOps practices. Analyze cloud spending, optimize costs, and implement tagging strategies across AWS, Azure, or GCP. This is a hybrid Full-Time role with flexible work arrangements."
Cloud,Hybrid,"San Francisco, California, United States",Unspecified Department,Full time,San Francisco,California,United States,Hybrid,Full-Time,Other,Cloud,United States,San Francisco,JOB_000328,LOC_0183,DEPT_0257,CAT_001,Normal-High,North America,6,11.54,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a hybrid Full-Time role with flexible work arrangements."
Cloud,Remote,"Tampa, Florida, United States",Information Technology,Full time,Tampa,Florida,United States,Remote,Full-Time,Technology & Data,Cloud,United States,Tampa,JOB_000329,LOC_0206,DEPT_0137,CAT_001,Premium,North America,5,9.62,2026-02-23 17:13:21,100,True,"Design, deploy, and manage cloud infrastructure on AWS, Azure, or GCP. Implement CI/CD pipelines, containerization with Docker and Kubernetes, and infrastructure-as-code using Terraform. Ensure cloud security and cost optimization. This is a fully remote Full-Time position."
Cloud,Hybrid,"Alpharetta, Georgia, United States",R&D,Full time,Alpharetta,Georgia,United States,Hybrid,Full-Time,Other,Cloud,United States,Alpharetta,JOB_000330,LOC_0003,DEPT_0204,CAT_001,Normal-High,North America,1,1.92,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a hybrid Full-Time role with flexible work arrangements."
Cloud,Remote,"Toronto, Ontario, Canada",Unspecified Department,Full time,Toronto,Ontario,Canada,Remote,Full-Time,Other,Cloud,Canada,Toronto,JOB_000331,LOC_0212,DEPT_0257,CAT_001,Normal-High,North America,8,15.38,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a fully remote Full-Time position."
Cloud,On-site,"Bangkok, Bangkok, Thailand",Data Engineer,Full time,Bangkok,Bangkok,Thailand,On-Site,Full-Time,Technology & Data,Cloud,Thailand,Bangkok,JOB_000332,LOC_0021,DEPT_0077,CAT_001,Normal,Other,2,3.85,2026-02-23 17:13:21,100,True,"Design, deploy, and manage cloud infrastructure on AWS, Azure, or GCP. Implement CI/CD pipelines, containerization with Docker and Kubernetes, and infrastructure-as-code using Terraform. Ensure cloud security and cost optimization. This is an on-site Full-Time position."
Cloud,Remote,"South Jakarta, South Jakarta City, Indonesia",Technology,Full time,South Jakarta,South Jakarta City,Indonesia,Remote,Full-Time,Technology & Data,Cloud,Indonesia,South Jakarta,JOB_000333,LOC_0196,DEPT_0240,CAT_001,Premium,Other,1,1.92,2026-02-23 17:13:21,100,True,"Design, deploy, and manage cloud infrastructure on AWS, Azure, or GCP. Implement CI/CD pipelines, containerization with Docker and Kubernetes, and infrastructure-as-code using Terraform. Ensure cloud security and cost optimization. This is a fully remote Full-Time position."
Cloud,Remote,"Wrocław, Lower Silesian Voivodeship, Poland",Unspecified Department,Full time,Wrocław,Lower Silesian Voivodeship,Poland,Remote,Full-Time,Other,Cloud,Poland,Wrocław,JOB_000335,LOC_0254,DEPT_0257,CAT_001,Normal-High,Other,3,5.77,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a fully remote Full-Time position."
Cloud,On-site,"Gurugram, Haryana, India",Information Technology,Full time,Gurugram,Haryana,India,On-Site,Full-Time,Technology & Data,Cloud,India,Gurugram,JOB_000337,LOC_0084,DEPT_0137,CAT_001,Normal,Asia Pacific,11,21.15,2026-02-23 17:13:21,100,True,"Design, deploy, and manage cloud infrastructure on AWS, Azure, or GCP. Implement CI/CD pipelines, containerization with Docker and Kubernetes, and infrastructure-as-code using Terraform. Ensure cloud security and cost optimization. This is an on-site Full-Time position."
Cloud,On-site,"İstanbul, İstanbul, Turkey",Development,Full time,İstanbul,İstanbul,Turkey,On-Site,Full-Time,Other,Cloud,Turkey,İstanbul,JOB_000338,LOC_0256,DEPT_0091,CAT_001,Normal,Other,3,5.77,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is an on-site Full-Time position."
Cloud,On-site,"Heidelberg, Baden-Württemberg, Germany",Unspecified Department,Full time,Heidelberg,Baden-Württemberg,Germany,On-Site,Full-Time,Other,Cloud,Germany,Heidelberg,JOB_000340,LOC_0085,DEPT_0257,CAT_001,Normal,Europe,1,1.92,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is an on-site Full-Time position."
Cloud,Remote,"Houston, Texas, United States",Unspecified Department,Contract,Houston,Texas,United States,Remote,Contract,Other,Cloud,United States,Houston,JOB_000341,LOC_0087,DEPT_0257,CAT_001,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a fully remote Contract position."
Cloud,Hybrid,"Reading, England, United Kingdom",BizApps,Full time,Reading,England,United Kingdom,Hybrid,Full-Time,Other,Cloud,United Kingdom,Reading,JOB_000342,LOC_0173,DEPT_0025,CAT_001,Normal-High,Europe,1,1.92,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is a hybrid Full-Time role with flexible work arrangements."
Cloud,On-site,Jordan,Unspecified Department,Not Specified,Unknown,Unknown,Jordan,On-Site,Not Specified,Other,Cloud,Jordan,Unknown,JOB_000343,LOC_0225,DEPT_0257,CAT_001,Normal,Other,2,3.85,2026-02-23 17:13:21,100,True,"Deploy and manage cloud solutions across AWS, Azure, or GCP. Implement automation, monitoring, and security best practices in cloud environments. This is an on-site Not Specified position."
Cloud,Unknown,"Lakewood, New Jersey, United States","Engineering, Software Development",Full time,Lakewood,New Jersey,United States,Unknown,Full-Time,Technology & Data,Cloud,United States,Lakewood,JOB_000345,LOC_0111,DEPT_0105,CAT_001,Normal,North America,2,3.85,2026-02-23 17:13:21,100,True,"Design, deploy, and manage cloud infrastructure on AWS, Azure, or GCP. Implement CI/CD pipelines, containerization with Docker and Kubernetes, and infrastructure-as-code using Terraform. Ensure cloud security and cost optimization. This is an on-site Full-Time position."
